Error J1	Error J2	Position J1	Position J2	desTorque1	desTorque2	coriolis1	coriolis2	grav1	grav2	time	
0.198089	-1.947	-2.29248	1.947	-0.43826	-0.787067	-1.449	0.0689303	-107.462	-33.293	6.81866	
0.197467	-1.94346	-2.29186	1.94346	0.0952511	0.260511	-1.47154	0.0699474	-107.772	-33.5627	6.82381	
0.195534	-1.93244	-2.28993	1.93244	1.24708	2.47529	-1.43382	0.0679842	-108.736	-34.4006	6.83925	
0.195578	-1.9327	-2.28997	1.9327	-0.483804	-0.857884	-1.45547	0.0690139	-108.714	-34.3814	6.83925	
0.196297	-1.9368	-2.29069	1.9368	-1.07006	-1.99852	-1.45201	0.0689145	-108.355	-34.0699	6.83333	
0.194329	-1.92558	-2.28872	1.92558	1.29059	2.53529	-1.46726	0.0694598	-109.335	-34.9216	6.84955	
0.194328	-1.92557	-2.28872	1.92557	-0.446048	-0.777064	-1.45214	0.0687433	-109.336	-34.9223	6.84955	
0.193709	-1.92204	-2.2881	1.92204	0.100548	0.264374	-1.47233	0.0696432	-109.644	-35.1898	6.8547	
0.191792	-1.9111	-2.28619	1.9111	1.27225	2.45139	-1.43393	0.067656	-110.595	-36.0165	6.87014	
0.191832	-1.91133	-2.28623	1.91133	-0.488576	-0.840201	-1.45577	0.06869	-110.575	-35.9993	6.87014	
0.192252	-1.91372	-2.28665	1.91372	-0.828498	-1.48063	-1.45312	0.0686033	-110.367	-35.8185	6.86667	
0.190591	-1.90423	-2.28499	1.90423	1.05314	2.02319	-1.46719	0.0691151	-111.19	-36.5338	6.88044	
0.19059	-1.90423	-2.28498	1.90423	-0.453697	-0.767161	-1.45433	0.0685086	-111.191	-36.5345	6.88044	
0.189974	-1.90071	-2.28437	1.90071	0.105963	0.268103	-1.47215	0.069292	-111.495	-36.7995	6.88559	
0.188075	-1.88984	-2.28247	1.88984	1.29715	2.42753	-1.43311	0.0672829	-112.434	-37.6149	6.90103	
0.18811	-1.89005	-2.28251	1.89005	-0.493037	-0.822736	-1.45513	0.0683203	-112.416	-37.5998	6.90103	
0.188234	-1.89075	-2.28263	1.89075	-0.574424	-0.971439	-1.45413	0.068285	-112.355	-37.5467	6.9	
0.186876	-1.88299	-2.28127	1.88299	0.804406	1.51928	-1.46617	0.068725	-113.024	-38.1283	6.91133	
0.186875	-1.88298	-2.28127	1.88298	-0.461201	-0.757359	-1.45558	0.0682277	-113.025	-38.129	6.91133	
0.186262	-1.87947	-2.28066	1.87947	0.111493	0.271699	-1.47102	0.0688953	-113.327	-38.3915	6.91648	
0.18438	-1.86869	-2.27878	1.86869	1.32175	2.40372	-1.43138	0.0668668	-114.252	-39.1955	6.93192	
0.184412	-1.86886	-2.27881	1.86886	-0.497182	-0.805491	-1.45357	0.0679067	-114.237	-39.1823	6.93192	
0.183186	-1.86183	-2.27758	1.86183	0.705719	1.30535	-1.46424	0.0682911	-114.838	-39.7048	6.94222	
0.183185	-1.86183	-2.27758	1.86183	-0.468552	-0.747659	-1.45462	0.0678421	-114.839	-39.7054	6.94222	
0.182575	-1.85833	-2.27697	1.85833	0.116549	0.274146	-1.46897	0.0684549	-115.137	-39.9651	6.94737	
0.180708	-1.84761	-2.2751	1.84761	1.34903	2.38504	-1.42883	0.066412	-116.051	-40.7588	6.96281	
0.180737	-1.84777	-2.27513	1.84777	-0.503363	-0.792512	-1.4511	0.0674505	-116.037	-40.7465	6.96281	
0.184243	-1.8679	-2.27864	1.8679	-3.8139	-6.64658	-1.45482	0.0679499	-114.319	-39.254	6.93333	
0.179519	-1.84078	-2.27391	1.84078	4.17196	7.1647	-1.46144	0.0678167	-116.631	-41.2628	6.97311	
0.179518	-1.84077	-2.27391	1.84077	-0.475737	-0.738049	-1.42513	0.0661288	-116.631	-41.2634	6.97311	
0.178925	-1.83736	-2.27332	1.83736	0.108713	0.254538	-1.46601	0.0679716	-116.921	-41.5146	6.97826	
0.177006	-1.82632	-2.2714	1.82632	1.44214	2.47572	-1.42679	0.0659806	-117.854	-42.3255	6.9937	
0.177086	-1.82678	-2.27148	1.82678	-0.561449	-0.866765	-1.44767	0.0669498	-117.815	-42.292	6.9937	
0.180281	-1.84515	-2.27468	1.84515	-3.61317	-6.10386	-1.45348	0.0675186	-116.259	-40.94	6.96667	
0.175876	-1.81981	-2.27027	1.81981	3.96542	6.6298	-1.45848	0.0673352	-118.402	-42.8021	7.004	
0.175875	-1.8198	-2.27027	1.8198	-0.482589	-0.728262	-1.42407	0.0657437	-118.403	-42.8028	7.004	
0.175285	-1.8164	-2.26968	1.8164	0.114297	0.257959	-1.46241	0.0674596	-118.689	-43.0513	7.00915	
0.173384	-1.80545	-2.26778	1.80545	1.46684	2.45068	-1.42363	0.0654982	-119.608	-43.8498	7.02459	
0.173458	-1.80588	-2.26785	1.80588	-0.565157	-0.848499	-1.44381	0.0664297	-119.572	-43.8187	7.02459	
0.176345	-1.82251	-2.27074	1.82251	-3.3993	-5.56918	-1.45042	0.0670071	-118.175	-42.6045	7	
0.172256	-1.79894	-2.26665	1.79894	3.74712	6.10272	-1.45424	0.0667951	-120.152	-44.3224	7.03489	
0.172255	-1.79893	-2.26665	1.79893	-0.489447	-0.718876	-1.42216	0.0653191	-120.153	-44.3231	7.03489	
0.171668	-1.79554	-2.26606	1.79554	0.120053	0.26137	-1.45808	0.0669139	-120.436	-44.5689	7.04004	
0.169785	-1.78467	-2.26418	1.78467	1.49163	2.42651	-1.41881	0.0649391	-121.341	-45.3551	7.05548	
0.169855	-1.78507	-2.26425	1.78507	-0.569061	-0.831357	-1.43912	0.0658719	-121.308	-45.3262	7.05548	
0.172437	-1.79998	-2.26683	1.79998	-3.17221	-5.04223	-1.44572	0.066421	-120.065	-44.2469	7.03333	
0.168661	-1.77817	-2.26306	1.77817	3.51681	5.58287	-1.44918	0.066218	-121.881	-45.8234	7.06578	
0.168659	-1.77816	-2.26305	1.77816	-0.49613	-0.70959	-1.41943	0.0648566	-121.881	-45.824	7.06578	
0.168075	-1.77478	-2.26247	1.77478	0.125913	0.264663	-1.45291	0.0663311	-122.161	-46.0671	7.07093	
0.16621	-1.76398	-2.2606	1.76398	1.51602	2.4024	-1.41319	0.0643453	-123.052	-46.8409	7.08637	
0.166275	-1.76436	-2.26067	1.76436	-0.572605	-0.814415	-1.43361	0.0652784	-123.021	-46.814	7.08637	
0.168556	-1.77756	-2.26295	1.77756	-2.9321	-4.52321	-1.43949	0.0657656	-121.931	-45.8669	7.06667	
0.165089	-1.75749	-2.25948	1.75749	3.27471	5.07044	-1.44331	0.0656054	-123.587	-47.3046	7.09667	
0.165088	-1.75748	-2.25948	1.75748	-0.502634	-0.700409	-1.4159	0.0643575	-123.587	-47.3053	7.09667	
0.164506	-1.75411	-2.2589	1.75411	0.131871	0.267839	-1.44694	0.065713	-123.864	-47.5456	7.10182	
0.162658	-1.74339	-2.25705	1.74339	1.53999	2.37837	-1.40681	0.0637182	-124.741	-48.3069	7.11726	
0.162719	-1.74374	-2.25711	1.74374	-0.575793	-0.797686	-1.42732	0.0646507	-124.713	-48.282	7.11726	
0.164704	-1.75525	-2.2591	1.75525	-2.67917	-4.0122	-1.43198	0.0650538	-123.77	-47.464	7.1	
0.161541	-1.7369	-2.25594	1.7369	3.02101	4.56553	-1.43666	0.064959	-125.27	-48.7659	7.12756	
0.16154	-1.73689	-2.25593	1.73689	-0.508954	-0.691332	-1.41158	0.0638235	-125.271	-48.7666	7.12756	
0.160961	-1.73353	-2.25536	1.73353	0.137924	0.270902	-1.44018	0.0650611	-125.544	-49.004	7.13271	
0.159131	-1.72289	-2.25353	1.72289	1.56352	2.35443	-1.39968	0.0630593	-126.407	-49.7526	7.14815	
0.159187	-1.72322	-2.25358	1.72322	-0.578624	-0.781171	-1.42027	0.0639905	-126.381	-49.7297	7.14815	
0.160879	-1.73305	-2.25527	1.73305	-2.41363	-3.50929	-1.42344	0.0642977	-125.583	-49.0377	7.13333	
0.158017	-1.71641	-2.25241	1.71641	2.75595	4.06822	-1.42924	0.0642805	-126.931	-50.2069	7.15845	
0.158016	-1.71641	-2.25241	1.71641	-0.515087	-0.68236	-1.4065	0.0632559	-126.932	-50.2075	7.15845	
0.15744	-1.71305	-2.25184	1.71305	0.144067	0.273854	-1.43267	0.0643773	-127.202	-50.442	7.1636	
0.155628	-1.7025	-2.25002	1.7025	1.58659	2.3306	-1.39183	0.0623703	-128.051	-51.178	7.17904	
0.15568	-1.7028	-2.25007	1.7028	-0.581096	-0.764871	-1.41249	0.0632996	-128.026	-51.157	7.17904	
0.157082	-1.71097	-2.25148	1.71097	-2.13574	-3.01454	-1.4141	0.0635089	-127.37	-50.5878	7.16667	
0.154518	-1.69602	-2.24891	1.69602	2.47975	3.57859	-1.4211	0.0635716	-128.569	-51.6273	7.18934	
0.154517	-1.69602	-2.24891	1.69602	-0.521028	-0.673493	-1.40067	0.0626563	-128.569	-51.6279	7.18934	
0.153944	-1.69267	-2.24834	1.69267	0.150296	0.276696	-1.42442	0.0636631	-128.836	-51.8594	7.19449	
0.152149	-1.6822	-2.24654	1.6822	1.6092	2.30688	-1.38328	0.0616529	-129.671	-52.5826	7.20993	
0.152196	-1.68247	-2.24659	1.68247	-0.583209	-0.748789	-1.40399	0.0625796	-129.649	-52.5635	7.20993	
0.153313	-1.689	-2.24771	1.689	-1.84574	-2.52802	-1.4042	0.0626985	-129.13	-52.1138	7.2	
0.151042	-1.67573	-2.24544	1.67573	2.19267	3.0967	-1.41225	0.0628339	-130.183	-53.0268	7.22023	
0.151041	-1.67572	-2.24544	1.67572	-0.526775	-0.664731	-1.39412	0.0620262	-130.184	-53.0274	7.22023	
0.150471	-1.67239	-2.24487	1.67239	0.156605	0.279432	-1.41547	0.0629204	-130.447	-53.2559	7.22538	
0.148694	-1.662	-2.24309	1.662	1.63133	2.28328	-1.37406	0.0609087	-131.267	-53.9662	7.24082	
0.148737	-1.66225	-2.24313	1.66225	-0.584964	-0.732924	-1.39481	0.0618321	-131.247	-53.949	7.24082	
0.149573	-1.66714	-2.24397	1.66714	-1.54394	-2.04975	-1.39396	0.0618769	-130.862	-53.6153	7.23333	
0.147591	-1.65554	-2.24199	1.65554	1.895	2.6226	-1.40271	0.0620692	-131.774	-54.4053	7.25112	
0.14759	-1.65553	-2.24199	1.65553	-0.532323	-0.656074	-1.38686	0.061367	-131.775	-54.4059	7.25112	
0.147024	-1.65221	-2.24142	1.65221	0.162991	0.282063	-1.40583	0.0621507	-132.035	-54.6312	7.25627	
0.145264	-1.64189	-2.23966	1.64189	1.65297	2.25981	-1.36419	0.0601393	-132.84	-55.3287	7.27171	
0.145303	-1.64212	-2.2397	1.64212	-0.586361	-0.717277	-1.38497	0.0610587	-132.823	-55.3133	7.27171	
0.145862	-1.6454	-2.24026	1.6454	-1.23064	-1.57978	-1.3836	0.0610537	-132.567	-55.0921	7.26667	
0.144165	-1.63545	-2.23856	1.63545	1.58701	2.15635	-1.39252	0.061279	-133.341	-55.7625	7.28201	
0.144164	-1.63544	-2.23856	1.63544	-0.53767	-0.647521	-1.37893	0.0606802	-133.342	-55.763	7.28201	
0.1436	-1.63213	-2.238	1.63213	0.169448	0.284592	-1.39554	0.0613557	-133.599	-55.9852	7.28716	
0.141858	-1.62189	-2.23625	1.62189	1.6741	2.23648	-1.3537	0.0593463	-134.39	-56.6698	7.3026	
0.141893	-1.62209	-2.23629	1.62209	-0.587402	-0.701849	-1.37449	0.0602612	-134.374	-56.6561	7.3026	
0.142179	-1.62378	-2.23657	1.62378	-0.906164	-1.11813	-1.37331	0.060238	-134.244	-56.5439	7.3	
0.140763	-1.61545	-2.23516	1.61545	1.26902	1.69796	-1.3817	0.0604651	-134.885	-57.0981	7.3129	
0.140762	-1.61544	-2.23516	1.61544	-0.542813	-0.639074	-1.37034	0.0599673	-134.885	-57.0986	7.3129	
0.140201	-1.61215	-2.2346	1.61215	0.175971	0.287022	-1.38462	0.060537	-135.138	-57.3176	7.31805	
0.138476	-1.60199	-2.23287	1.60199	1.69472	2.21329	-1.34261	0.0585313	-135.915	-57.9892	7.33349	
0.138507	-1.60217	-2.2329	1.60217	-0.588088	-0.686641	-1.3634	0.059441	-135.901	-57.9772	7.33349	
0.138525	-1.60227	-2.23292	1.60227	-0.570871	-0.664815	-1.36329	0.0594382	-135.893	-57.9704	7.33333	
0.137386	-1.59556	-2.23178	1.59556	0.941345	1.24748	-1.37027	0.0596289	-136.404	-58.412	7.34379	
0.137385	-1.59555	-2.23178	1.59555	-0.54775	-0.63073	-1.36111	0.0592299	-136.405	-58.4125	7.34379	
0.136827	-1.59226	-2.23122	1.59226	0.182555	0.289354	-1.3731	0.0596962	-136.654	-58.6283	7.34894	
0.13512	-1.58218	-2.22951	1.58218	1.71482	2.19025	-1.33095	0.0576959	-137.416	-59.2869	7.36438	
0.135147	-1.58234	-2.22954	1.58234	-0.588422	-0.671651	-1.35173	0.0585999	-137.404	-59.2766	7.36438	
0.134033	-1.57577	-2.22843	1.57577	0.933869	1.21148	-1.35827	0.0587722	-137.899	-59.7041	7.37468	
0.134032	-1.57576	-2.22843	1.57576	-0.552479	-0.62249	-1.34935	0.058386	-137.899	-59.7046	7.37468	
0.133479	-1.57249	-2.22787	1.57249	0.187999	0.290121	-1.361	0.058835	-138.145	-59.9167	7.37983	
0.131784	-1.56246	-2.22618	1.56246	1.74044	2.1747	-1.31883	0.0568451	-138.894	-60.5639	7.39528	
0.13181	-1.56262	-2.22621	1.56262	-0.593203	-0.662717	-1.33949	0.0577389	-138.883	-60.5539	7.39528	
0.1349	-1.58088	-2.22929	1.58088	-4.6713	-5.73382	-1.35269	0.0586169	-137.514	-59.3715	7.36667	
0.130705	-1.55608	-2.2251	1.55608	5.15846	6.28822	-1.34575	0.0578985	-139.369	-60.974	7.40557	
0.130705	-1.55607	-2.2251	1.55607	-0.556982	-0.614335	-1.31303	0.0564877	-139.37	-60.9745	7.40557	
0.130166	-1.55288	-2.22456	1.55288	0.178094	0.27234	-1.34836	0.0579555	-139.607	-61.1787	7.41072	
0.128428	-1.54258	-2.22282	1.54258	1.84352	2.25128	-1.30729	0.0560243	-140.368	-61.8357	7.42617	
0.128499	-1.54299	-2.22289	1.54299	-0.659305	-0.727213	-1.32665	0.0568572	-140.337	-61.8091	7.42617	
0.131303	-1.55961	-2.2257	1.55961	-4.38042	-5.24873	-1.34034	0.0577254	-139.106	-60.747	7.4	
0.127402	-1.53649	-2.2218	1.53649	4.86403	5.8085	-1.33334	0.0570342	-140.815	-62.2219	7.43646	
0.127401	-1.53648	-2.2218	1.53648	-0.561075	-0.606047	-1.30259	0.0557164	-140.816	-62.2224	7.43646	
0.126866	-1.5333	-2.22126	1.5333	0.184622	0.274593	-1.33538	0.0570669	-141.049	-62.4234	7.44161	
0.125146	-1.52308	-2.21954	1.52308	1.86275	2.22741	-1.29509	0.0551802	-141.795	-63.0668	7.45706	
0.125212	-1.52347	-2.21961	1.52347	-0.6588	-0.711348	-1.31367	0.0559751	-141.767	-63.0422	7.45706	
0.127735	-1.53846	-2.22213	1.53846	-4.07782	-4.77142	-1.32683	0.056789	-140.671	-62.0969	7.43333	
0.124123	-1.517	-2.21852	1.517	4.55935	5.33635	-1.32003	0.056137	-142.237	-63.4476	7.46735	
0.124122	-1.51699	-2.21852	1.51699	-0.56517	-0.598119	-1.29162	0.0549264	-142.238	-63.4481	7.46735	
0.12359	-1.51382	-2.21799	1.51382	0.191282	0.276856	-1.322	0.0561662	-142.467	-63.6458	7.4725	
0.121888	-1.50368	-2.21628	1.50368	1.88198	2.2044	-1.28164	0.0542881	-143.198	-64.2758	7.48795	
0.121949	-1.50405	-2.21634	1.50405	-0.658589	-0.696482	-1.3002	0.0550775	-143.172	-64.253	7.48795	
0.124195	-1.51742	-2.21859	1.51742	-3.76357	-4.30156	-1.31217	0.0558099	-142.206	-63.4211	7.46667	
0.120869	-1.49761	-2.21526	1.49761	4.24422	4.8712	-1.30624	0.0552249	-143.634	-64.6509	7.49824	
0.120868	-1.4976	-2.21526	1.4976	-0.569049	-0.59029	-1.28013	0.0541191	-143.635	-64.6514	7.49824	
0.120339	-1.49444	-2.21473	1.49444	0.197989	0.279034	-1.30813	0.0552506	-143.86	-64.8458	7.50339	
0.118654	-1.48438	-2.21305	1.48438	1.9006	2.18153	-1.26775	0.0533828	-144.577	-65.4624	7.51884	
0.118712	-1.48472	-2.21311	1.48472	-0.658001	-0.68181	-1.28627	0.0541658	-144.552	-65.4414	7.51884	
0.120684	-1.4965	-2.21508	1.4965	-3.43808	-3.83928	-1.29651	0.0547952	-143.713	-64.7193	7.5	
0.117639	-1.47832	-2.21203	1.47832	3.91906	4.41319	-1.29199	0.0542994	-145.006	-65.8319	7.52913	
0.117638	-1.47831	-2.21203	1.47831	-0.572715	-0.582561	-1.26815	0.0532957	-145.007	-65.8324	7.52913	
0.117113	-1.47516	-2.21151	1.47516	0.204739	0.281129	-1.29379	0.0543215	-145.229	-66.0234	7.53428	
0.115445	-1.46519	-2.20984	1.46519	1.91861	2.15883	-1.25342	0.0524655	-145.93	-66.6266	7.54973	
0.115499	-1.4655	-2.20989	1.4655	-0.657049	-0.667343	-1.27189	0.0532416	-145.908	-66.6073	7.54973	
0.117201	-1.47569	-2.2116	1.47569	-3.10175	-3.3846	-1.28009	0.0537556	-145.192	-65.9914	7.53333	
0.114434	-1.45913	-2.20883	1.45913	3.58422	3.96234	-1.2773	0.0533616	-146.354	-66.9903	7.56002	
0.114434	-1.45912	-2.20883	1.45912	-0.576165	-0.574931	-1.2557	0.0524576	-146.354	-66.9907	7.56002	
0.113911	-1.45599	-2.20831	1.45599	0.211526	0.283144	-1.27903	0.0533805	-146.573	-67.1784	7.56517	
0.112261	-1.44609	-2.20666	1.44609	1.93602	2.13631	-1.23869	0.0515373	-147.259	-67.7682	7.58062	
0.11231	-1.44639	-2.20671	1.44639	-0.655736	-0.653079	-1.25709	0.0523062	-147.239	-67.7506	7.58062	
0.113747	-1.45501	-2.20814	1.45501	-2.75495	-2.93752	-1.26313	0.0527012	-146.641	-67.2372	7.56667	
0.111254	-1.44005	-2.20565	1.44005	3.24006	3.51869	-1.2622	0.0524131	-147.676	-68.126	7.59091	
0.111254	-1.44004	-2.20565	1.44004	-0.579401	-0.5674	-1.24279	0.051606	-147.677	-68.1265	7.59091	
0.110734	-1.43692	-2.20513	1.43692	0.218347	0.285081	-1.26385	0.0524288	-147.891	-68.3108	7.59606	
0.109101	-1.4271	-2.2035	1.4271	1.95281	2.11396	-1.22357	0.0505997	-148.563	-68.8873	7.61151	
0.109147	-1.42737	-2.20354	1.42737	-0.654069	-0.639018	-1.2419	0.0513609	-148.545	-68.8713	7.61151	
0.110322	-1.43444	-2.20472	1.43444	-2.39811	-2.49806	-1.24584	0.0516415	-148.061	-68.4566	7.6	
0.108099	-1.42107	-2.20249	1.42107	2.88698	3.08225	-1.24671	0.0514552	-148.974	-69.2391	7.6218	
0.108098	-1.42106	-2.20249	1.42106	-0.582422	-0.559967	-1.22946	0.0507423	-148.974	-69.2396	7.6218	
0.107582	-1.41795	-2.20198	1.41795	0.225195	0.286942	-1.24828	0.0514678	-149.185	-69.4205	7.62695	
0.105966	-1.40821	-2.20036	1.40821	1.96899	2.09179	-1.20809	0.049654	-149.842	-69.9836	7.6424	
0.106008	-1.40846	-2.2004	1.40846	-0.652052	-0.62516	-1.22634	0.0504071	-149.826	-69.9692	7.6424	
0.106926	-1.414	-2.20132	1.414	-2.03164	-2.06622	-1.22844	0.050585	-149.453	-69.6496	7.63333	
0.104969	-1.40219	-2.19936	1.40219	2.52534	2.65304	-1.23086	0.0504892	-150.246	-70.3295	7.65269	
0.104968	-1.40218	-2.19936	1.40218	-0.585227	-0.55263	-1.21572	0.0498676	-150.247	-70.3299	7.65269	
0.104454	-1.39908	-2.19885	1.39908	0.232066	0.288729	-1.23235	0.0504989	-150.454	-70.5074	7.65784	
0.102856	-1.38943	-2.19725	1.38943	1.98454	2.0698	-1.19228	0.0487015	-151.097	-71.0573	7.67329	
0.102894	-1.38965	-2.19729	1.38965	-0.649691	-0.611504	-1.21043	0.0494461	-151.082	-71.0444	7.67329	
0.103559	-1.39367	-2.19795	1.39367	-1.65597	-1.64199	-1.2111	0.0495395	-150.815	-70.8161	7.66667	
0.101863	-1.38342	-2.19626	1.38342	2.15555	2.23106	-1.21466	0.0495165	-151.494	-71.3971	7.68358	
0.101862	-1.38341	-2.19626	1.38341	-0.587818	-0.54539	-1.2016	0.0489831	-151.494	-71.3975	7.68358	
0.101352	-1.38032	-2.19575	1.38032	0.238956	0.290445	-1.21609	0.0495233	-151.698	-71.5715	7.68873	
0.0997714	-1.37074	-2.19417	1.37074	1.99947	2.04801	-1.17615	0.0477433	-152.326	-72.1082	7.70418	
0.0998053	-1.37095	-2.1942	1.37095	-0.646993	-0.598049	-1.1942	0.048479	-152.312	-72.0968	7.70418	
0.100221	-1.37347	-2.19462	1.37347	-1.27154	-1.22535	-1.194	0.0485121	-152.148	-71.956	7.7	
0.0987825	-1.36475	-2.19318	1.36475	1.77802	1.81631	-1.19815	0.0485381	-152.717	-72.4419	7.71447	
0.0987818	-1.36474	-2.19318	1.36474	-0.590196	-0.538245	-1.18711	0.0480902	-152.717	-72.4423	7.71447	
0.0982749	-1.36166	-2.19267	1.36166	0.245858	0.29209	-1.1995	0.0485422	-152.917	-72.6128	7.71962	
0.0967113	-1.35217	-2.19111	1.35217	2.01378	2.02641	-1.15973	0.0467806	-153.53	-73.1364	7.73507	
0.0967415	-1.35235	-2.19114	1.35235	-0.643964	-0.584794	-1.17766	0.0475072	-153.518	-73.1263	7.73507	
0.0969125	-1.35339	-2.19131	1.35339	-0.878815	-0.816277	-1.17729	0.0475092	-153.451	-73.0692	7.73333	
0.0957269	-1.34618	-2.19012	1.34618	1.39314	1.40879	-1.18135	0.0475554	-153.914	-73.4639	7.74536	
0.0957263	-1.34618	-2.19012	1.34618	-0.59236	-0.531194	-1.17228	0.0471898	-153.915	-73.4643	7.74536	
0.0952227	-1.34311	-2.18962	1.34311	0.252769	0.293667	-1.18263	0.0475569	-154.111	-73.6313	7.75051	
0.0936762	-1.33369	-2.18807	1.33369	2.02746	2.00501	-1.14304	0.0458147	-154.71	-74.1418	7.76596	
0.0937027	-1.33386	-2.1881	1.33386	-0.640611	-0.571737	-1.16085	0.0465318	-154.699	-74.1331	7.76596	
0.0926964	-1.32772	-2.18709	1.32772	1.11937	1.12185	-1.16427	0.0465696	-155.087	-74.4631	7.77625	
0.0926959	-1.32772	-2.18709	1.32772	-0.594311	-0.524235	-1.15661	0.0462628	-155.087	-74.4634	7.77625	
0.0921958	-1.32467	-2.18659	1.32467	0.259255	0.294769	-1.16549	0.0465686	-155.279	-74.6269	7.7814	
0.090665	-1.31532	-2.18506	1.31532	2.04268	1.98585	-1.12613	0.0448475	-155.864	-75.1248	7.79685	
0.0906889	-1.31547	-2.18508	1.31547	-0.638654	-0.560506	-1.14379	0.0455539	-155.855	-75.1171	7.79685	
0.0936334	-1.33343	-2.18803	1.33343	-5.60583	-5.36339	-1.16105	0.0465328	-154.726	-74.1559	7.76667	
0.089691	-1.30937	-2.18409	1.30937	6.22761	5.92932	-1.14696	0.0455822	-156.234	-75.4395	7.80715	
0.0896905	-1.30936	-2.18409	1.30936	-0.596046	-0.517363	-1.11794	0.0444263	-156.235	-75.4398	7.80715	
0.0892051	-1.30639	-2.1836	1.30639	0.246188	0.277413	-1.14812	0.0455794	-156.419	-75.5961	7.81229	
0.0876339	-1.29678	-2.18203	1.29678	2.15598	2.0586	-1.1099	0.0439154	-157.011	-76.0993	7.82774	
0.0877	-1.29718	-2.1821	1.29718	-0.714555	-0.622489	-1.12641	0.0445715	-156.986	-76.0783	7.82774	
0.0903834	-1.3136	-2.18478	1.3136	-5.24601	-4.92626	-1.14397	0.045531	-155.972	-75.216	7.8	
0.0867105	-1.29112	-2.18111	1.29112	5.86539	5.496	-1.13	0.0446168	-157.357	-76.3932	7.83804	
0.0867098	-1.29111	-2.1811	1.29111	-0.59732	-0.510347	-1.10282	0.043541	-157.358	-76.3935	7.83804	
0.0862277	-1.28816	-2.18062	1.28816	0.252946	0.278972	-1.13067	0.0445951	-157.538	-76.5464	7.84318	
0.0846742	-1.27862	-2.17907	1.27862	2.16813	2.03659	-1.09343	0.0429814	-158.116	-77.0363	7.85863	
0.0847359	-1.279	-2.17913	1.279	-0.710078	-0.608613	-1.10915	0.0436021	-158.093	-77.017	7.85863	
0.0871621	-1.29389	-2.18156	1.29389	-4.87688	-4.49625	-1.12595	0.044501	-157.188	-76.2498	7.83333	
0.0837546	-1.27297	-2.17815	1.27297	5.49526	5.06963	-1.11248	0.0436374	-158.455	-77.3243	7.86893	
0.083754	-1.27297	-2.17815	1.27297	-0.598644	-0.503664	-1.08743	0.0426525	-158.456	-77.3246	7.86893	
0.0832751	-1.27002	-2.17767	1.27002	0.259801	0.280562	-1.1131	0.0436141	-158.632	-77.4741	7.87407	
0.0817388	-1.26057	-2.17613	1.26057	2.18033	2.01544	-1.07608	0.0420206	-159.195	-77.9508	7.88952	
0.0817967	-1.26092	-2.17619	1.26092	-0.706068	-0.59567	-1.09169	0.0426329	-159.174	-77.933	7.88952	
0.0839694	-1.27429	-2.17836	1.27429	-4.49855	-4.07301	-1.10717	0.0434498	-158.376	-77.2573	7.86667	
0.0808236	-1.25493	-2.17522	1.25493	5.11701	4.64967	-1.09477	0.0426587	-159.529	-78.2328	7.89982	
0.080823	-1.25493	-2.17522	1.25493	-0.599758	-0.497065	-1.0718	0.0417616	-159.529	-78.2332	7.89982	
0.0803472	-1.25199	-2.17474	1.25199	0.266653	0.282094	-1.09534	0.0426338	-159.702	-78.3792	7.90496	
0.0788281	-1.24262	-2.17322	1.24262	2.19186	1.99447	-1.05856	0.0410615	-160.251	-78.8428	7.92041	
0.0788822	-1.24295	-2.17328	1.24295	-0.701723	-0.5829	-1.07405	0.0416648	-160.231	-78.8265	7.92041	
0.0808056	-1.25482	-2.1752	1.25482	-4.11154	-3.6566	-1.08767	0.0423805	-159.536	-78.2385	7.9	
0.0779174	-1.23699	-2.17231	1.23699	4.73114	4.23618	-1.07688	0.0416817	-160.578	-79.1188	7.93071	
0.0779168	-1.23699	-2.17231	1.23699	-0.600669	-0.490553	-1.05594	0.0408694	-160.578	-79.1191	7.93071	
0.0774443	-1.23407	-2.17184	1.23407	0.273497	0.28357	-1.0774	0.0416552	-160.747	-79.2618	7.93585	
0.0759423	-1.22478	-2.17034	1.22478	2.20273	1.9737	-1.0409	0.0401049	-161.282	-79.7124	7.9513	
0.0759926	-1.22509	-2.17039	1.22509	-0.697058	-0.57031	-1.05625	0.040699	-161.264	-79.6975	7.9513	
0.0776705	-1.23547	-2.17207	1.23547	-3.71631	-3.24702	-1.06768	0.0413021	-160.666	-79.1935	7.93333	
0.0750361	-1.21916	-2.16943	1.21916	4.33807	3.82916	-1.05885	0.0407073	-161.602	-79.9823	7.9616	
0.0750355	-1.21916	-2.16943	1.21916	-0.601376	-0.484127	-1.03988	0.0399768	-161.602	-79.9826	7.9616	
0.0745663	-1.21625	-2.16896	1.21625	0.280329	0.284991	-1.05931	0.0406794	-161.768	-80.1219	7.96674	
0.0730814	-1.20704	-2.16748	1.20704	2.21294	1.95313	-1.02309	0.0391516	-162.288	-80.5597	7.98219	
0.073128	-1.20732	-2.16752	1.20732	-0.692083	-0.557899	-1.0383	0.0397362	-162.272	-80.546	7.98219	
0.0745645	-1.21624	-2.16896	1.21624	-3.31334	-2.84425	-1.0474	0.0402225	-161.768	-80.1224	7.96667	
0.0721797	-1.20144	-2.16657	1.20144	3.93822	3.42863	-1.04067	0.0397365	-162.602	-80.8235	7.99249	
