Error J1	Error J2	Position J1	Position J2	desTorque1	desTorque2	coriolis1	coriolis2	grav1	grav2	time	
-0.0476217	0.173498	-2.04677	-0.173498	0.0383884	0.0215742	9.24982e-06	-3.5181e-06	-166.113	-78.2944	31.5041	
-0.047568	0.173341	-2.04683	-0.173341	0.0154084	0.00865108	1.56042e-05	-5.92892e-06	-166.116	-78.3005	31.5415	
-0.0470604	0.171866	-2.04733	-0.171866	-0.259981	-0.146179	1.06619e-05	-4.05469e-06	-166.151	-78.358	31.6539	
-0.0472441	0.1724	-2.04715	-0.1724	0.159439	0.0896179	5.82646e-06	-2.2051e-06	-166.138	-78.3371	31.6539	
-0.047789	0.173983	-2.04661	-0.173983	0.378208	0.212722	1.06303e-05	-4.04834e-06	-166.101	-78.2754	31.4333	
-0.0477096	0.173753	-2.04669	-0.173753	3.83655e-05	6.20987e-06	1.06647e-05	-4.06175e-06	-166.107	-78.2844	31.4667	
-0.0476211	0.173496	-2.04677	-0.173496	-0.00552003	-0.00312138	8.72493e-06	-3.32295e-06	-166.113	-78.2945	31.5	
-0.0475287	0.173227	-2.04687	-0.173227	-0.00791454	-0.00446914	6.25262e-06	-2.38069e-06	-166.119	-78.3049	31.5333	
-0.0474377	0.172963	-2.04696	-0.172963	-0.00714292	-0.00403605	4.33091e-06	-1.64749e-06	-166.125	-78.3152	31.5667	
-0.0473533	0.172718	-2.04704	-0.172718	-0.00320293	-0.00182107	3.49731e-06	-1.32788e-06	-166.131	-78.3248	31.6	
-0.0472807	0.172507	-2.04711	-0.172507	0.00390762	0.00217686	4.16874e-06	-1.57923e-06	-166.136	-78.333	31.6333	
-0.0470912	0.171956	-2.0473	-0.171956	-0.0672795	-0.0378399	2.20322e-05	-8.3246e-06	-166.149	-78.3545	31.7494	
-0.047019	0.171745	-2.04738	-0.171745	0.0037916	0.00211235	9.4061e-06	-3.54796e-06	-166.154	-78.3627	31.7494	
-0.0469682	0.171597	-2.04743	-0.171597	0.0167468	0.00939639	1.10342e-05	-4.15657e-06	-166.157	-78.3684	31.7971	
-0.0466268	0.170603	-2.04777	-0.170603	-0.160859	-0.0903899	4.90222e-05	-1.85016e-05	-166.18	-78.4072	31.9403	
-0.0471127	0.172018	-2.04728	-0.172018	0.344511	0.193591	1.91375e-05	-7.2318e-06	-166.147	-78.352	31.736	
-0.0470592	0.171862	-2.04734	-0.171862	0.015287	0.00857376	3.03563e-05	-1.14477e-05	-166.151	-78.3581	31.736	
-0.0468573	0.171275	-2.04754	-0.171275	-0.0754064	-0.0423906	1.1221e-05	-4.22979e-06	-166.165	-78.381	31.777	
-0.0473009	0.172566	-2.04709	-0.172566	0.318287	0.178896	1.13668e-06	-4.29814e-07	-166.135	-78.3307	31.9002	
-0.0471336	0.172079	-2.04726	-0.172079	-0.0540205	-0.0303797	1.65035e-05	-6.23733e-06	-166.146	-78.3497	31.7229	
-0.0470959	0.171969	-2.0473	-0.171969	0.0248521	0.0139506	8.73529e-06	-3.2996e-06	-166.148	-78.354	31.7229	
-0.0470504	0.171837	-2.04734	-0.171837	0.0201515	0.0113076	1.09958e-05	-4.14734e-06	-166.152	-78.3591	31.7574	
-0.0467766	0.171039	-2.04762	-0.171039	-0.119412	-0.0671117	2.46415e-05	-9.28543e-06	-166.17	-78.3902	31.8609	
-0.0467714	0.171024	-2.04762	-0.171024	0.044757	0.0251197	9.13793e-06	-3.43538e-06	-166.171	-78.3908	31.8609	
-0.0472224	0.172337	-2.04717	-0.172337	0.322686	0.181359	7.20732e-06	-2.7267e-06	-166.14	-78.3396	31.6667	
-0.0471556	0.172143	-2.04724	-0.172143	0.007253	0.00405863	9.63476e-06	-3.64267e-06	-166.144	-78.3472	31.7	
-0.0470781	0.171917	-2.04732	-0.171917	0.000662552	0.000353579	1.03072e-05	-3.89457e-06	-166.15	-78.356	31.7333	
-0.0469948	0.171675	-2.0474	-0.171675	-0.00290697	-0.00165331	9.81081e-06	-3.70409e-06	-166.155	-78.3654	31.7667	
-0.0469107	0.17143	-2.04748	-0.17143	-0.00345344	-0.00196103	8.98233e-06	-3.38735e-06	-166.161	-78.375	31.8	
-0.0468308	0.171197	-2.04756	-0.171197	-0.000974735	-0.000568546	8.59927e-06	-3.23772e-06	-166.167	-78.384	31.8333	
-0.046633	0.170621	-2.04776	-0.170621	-0.0731728	-0.0411299	1.20962e-05	-4.53288e-06	-166.18	-78.4065	31.9299	
-0.0466226	0.170591	-2.04777	-0.170591	0.0412194	0.023137	8.23914e-06	-3.08605e-06	-166.181	-78.4077	31.9299	
-0.0465717	0.170442	-2.04782	-0.170442	0.0164349	0.00921284	1.34329e-05	-5.03161e-06	-166.184	-78.4134	31.9644	
-0.0461478	0.169207	-2.04825	-0.169207	-0.21185	-0.118993	7.82674e-06	-2.9106e-06	-166.213	-78.4615	32.0679	
-0.0463024	0.169657	-2.04809	-0.169657	0.141772	0.0796039	6.17298e-06	-2.29621e-06	-166.203	-78.444	32.0679	
-0.0467597	0.17099	-2.04764	-0.17099	0.327932	0.184192	9.32883e-06	-3.50608e-06	-166.171	-78.3921	31.8667	
-0.0466858	0.170775	-2.04771	-0.170775	0.00254193	0.00140765	9.09488e-06	-3.41263e-06	-166.176	-78.4005	31.9	
-0.0466051	0.17054	-2.04779	-0.17054	-0.00172955	-0.000992078	7.42824e-06	-2.78234e-06	-166.182	-78.4096	31.9333	
-0.046522	0.170298	-2.04787	-0.170298	-0.00322005	-0.0018295	5.54311e-06	-2.0716e-06	-166.188	-78.4191	31.9667	
-0.0464412	0.170062	-2.04795	-0.170062	-0.00192761	-0.00110367	4.29701e-06	-1.60165e-06	-166.193	-78.4283	32	
-0.0463672	0.169846	-2.04803	-0.169846	0.00214973	0.00118634	4.20682e-06	-1.56484e-06	-166.198	-78.4367	32.0333	
-0.0463045	0.169663	-2.04809	-0.169663	0.00901389	0.00504153	6.04351e-06	-2.24796e-06	-166.202	-78.4438	32.0667	
-0.0461164	0.169114	-2.04828	-0.169114	-0.0682805	-0.0383489	2.35764e-05	-8.78632e-06	-166.215	-78.4652	32.1808	
-0.0460273	0.168853	-2.04837	-0.168853	-0.00730603	-0.00412842	9.56466e-06	-3.55458e-06	-166.221	-78.4753	32.1808	
-0.0459718	0.168691	-2.04842	-0.168691	0.0130074	0.00728553	1.03991e-05	-3.846e-06	-166.225	-78.4817	32.2373	
-0.045619	0.167656	-2.04878	-0.167656	-0.173087	-0.0970546	6.19483e-05	-2.31502e-05	-166.25	-78.5221	32.4066	
-0.0461518	0.169217	-2.04824	-0.169217	0.378744	0.212479	1.94109e-05	-7.2325e-06	-166.213	-78.4612	32.1594	
-0.0460932	0.169046	-2.0483	-0.169046	0.0115444	0.00645561	3.60082e-05	-1.33208e-05	-166.217	-78.4678	32.1594	
-0.045837	0.168296	-2.04856	-0.168296	-0.111468	-0.0625496	1.13334e-05	-4.19943e-06	-166.234	-78.4971	32.2051	
-0.0464849	0.170193	-2.04791	-0.170193	0.449292	0.252156	1.93358e-05	-7.01728e-06	-166.19	-78.4231	32.3423	
-0.0461919	0.169334	-2.0482	-0.169334	-0.134737	-0.075594	1.51684e-05	-5.65014e-06	-166.21	-78.4566	32.135	
-0.0461604	0.169242	-2.04823	-0.169242	0.0281574	0.0157844	6.34607e-06	-2.3715e-06	-166.212	-78.4602	32.135	
-0.0461344	0.169167	-2.04826	-0.169167	0.0317309	0.0177846	1.10442e-05	-4.09798e-06	-166.214	-78.4631	32.1686	
-0.0457555	0.168056	-2.04864	-0.168056	-0.188224	-0.105585	2.71338e-05	-1.00556e-05	-166.24	-78.5064	32.2692	
-0.0458352	0.168292	-2.04856	-0.168292	0.0979468	0.0548955	8.2467e-06	-3.05649e-06	-166.235	-78.4972	32.2692	
-0.0462415	0.169479	-2.04815	-0.169479	0.298092	0.167308	8.55976e-06	-3.18747e-06	-166.207	-78.451	32.1	
-0.0461648	0.169255	-2.04823	-0.169255	0.00022072	0.000106098	9.00513e-06	-3.35708e-06	-166.212	-78.4597	32.1333	
-0.0460803	0.169008	-2.04831	-0.169008	-0.00460746	-0.00260479	8.15989e-06	-3.04452e-06	-166.218	-78.4693	32.1667	
-0.0459941	0.168756	-2.0484	-0.168756	-0.00575655	-0.00325074	7.10763e-06	-2.6516e-06	-166.224	-78.4791	32.2	
-0.0459121	0.168516	-2.04848	-0.168516	-0.0032239	-0.00183052	6.77011e-06	-2.52059e-06	-166.229	-78.4885	32.2333	
-0.0458402	0.168306	-2.04855	-0.168306	0.00299309	0.00165714	8.04607e-06	-2.98324e-06	-166.234	-78.4967	32.2667	
-0.0457072	0.167917	-2.04869	-0.167917	-0.0347373	-0.0195159	1.46869e-05	-5.40349e-06	-166.243	-78.5118	32.3363	
-0.045686	0.167855	-2.04871	-0.167855	0.0339482	0.0190318	1.00913e-05	-3.71744e-06	-166.245	-78.5142	32.3363	
-0.0456282	0.167686	-2.04877	-0.167686	0.0114357	0.00639474	1.29891e-05	-4.78986e-06	-166.249	-78.5208	32.3699	
-0.0453161	0.166773	-2.04908	-0.166773	-0.14553	-0.0816679	1.19978e-05	-4.3629e-06	-166.27	-78.5563	32.4705	
-0.0453733	0.166939	-2.04902	-0.166939	0.0815855	0.0457664	8.08028e-06	-2.95402e-06	-166.266	-78.5499	32.4705	
-0.0457715	0.168105	-2.04862	-0.168105	0.294469	0.165166	9.84977e-06	-3.63703e-06	-166.239	-78.5045	32.3	
-0.0456939	0.167878	-2.0487	-0.167878	-0.000722312	-0.000426197	9.75983e-06	-3.59216e-06	-166.244	-78.5133	32.3333	
-0.0456116	0.167637	-2.04878	-0.167637	-0.00371063	-0.00210193	8.62687e-06	-3.16562e-06	-166.25	-78.5227	32.3667	
-0.0455291	0.167396	-2.04887	-0.167396	-0.00398407	-0.00225474	7.41873e-06	-2.71494e-06	-166.256	-78.5321	32.4	
-0.0454506	0.167166	-2.04894	-0.167166	-0.00154069	-0.000883688	6.91396e-06	-2.52605e-06	-166.261	-78.5411	32.4333	
-0.0453806	0.166961	-2.04901	-0.166961	0.00362143	0.00201216	7.83726e-06	-2.8646e-06	-166.266	-78.5491	32.4667	
-0.0451986	0.166427	-2.0492	-0.166427	-0.0664018	-0.0372442	1.56074e-05	-5.72703e-06	-166.278	-78.5699	32.5633	
-0.0451641	0.166326	-2.04923	-0.166326	0.0258113	0.0144424	8.64912e-06	-3.16362e-06	-166.281	-78.5738	32.5633	
-0.045104	0.166149	-2.04929	-0.166149	0.00942684	0.0052677	1.32727e-05	-4.83592e-06	-166.285	-78.5807	32.6097	
-0.0445818	0.164614	-2.04981	-0.164614	-0.281058	-0.157456	1.35388e-05	-4.99608e-06	-166.321	-78.6405	32.7489	
-0.0447233	0.165032	-2.04967	-0.165032	0.137199	0.0767952	2.99904e-06	-1.09638e-06	-166.311	-78.6241	32.7489	
-0.0453118	0.166759	-2.04908	-0.166759	0.414289	0.232241	9.20326e-06	-3.37056e-06	-166.27	-78.5569	32.5	
-0.0452307	0.166521	-2.04916	-0.166521	-0.00348166	-0.00197031	8.57729e-06	-3.14914e-06	-166.276	-78.5662	32.5333	
-0.0451417	0.16626	-2.04925	-0.16626	-0.00840135	-0.00472948	6.72809e-06	-2.47821e-06	-166.282	-78.5764	32.5667	
-0.0450496	0.16599	-2.04935	-0.16599	-0.0103987	-0.00585041	4.59655e-06	-1.70014e-06	-166.289	-78.5869	32.6	
-0.0449591	0.165724	-2.04944	-0.165724	-0.00947151	-0.00533211	2.86766e-06	-1.06579e-06	-166.295	-78.5972	32.6333	
-0.0448748	0.165477	-2.04952	-0.165477	-0.00561773	-0.00317361	1.83931e-06	-6.85897e-07	-166.301	-78.6068	32.6667	
-0.0448014	0.165262	-2.04959	-0.165262	0.00116475	0.000626137	1.55243e-06	-5.77103e-07	-166.306	-78.6152	32.7	
-0.0447436	0.165092	-2.04965	-0.165092	0.010878	0.00606821	2.17878e-06	-8.01041e-07	-166.31	-78.6218	32.7333	
-0.0446162	0.164718	-2.04978	-0.164718	-0.0325577	-0.0182758	1.27684e-05	-4.59615e-06	-166.318	-78.6363	32.8417	
-0.04456	0.164552	-2.04984	-0.164552	0.0110542	0.00618674	5.89685e-06	-2.12337e-06	-166.322	-78.6428	32.8417	
-0.0445152	0.164421	-2.04988	-0.164421	0.0185343	0.0103648	6.68768e-06	-2.42064e-06	-166.325	-78.648	32.8881	
-0.0442778	0.163727	-2.05012	-0.163727	-0.0998719	-0.0560383	2.80715e-05	-1.00019e-05	-166.341	-78.6749	33.0273	
-0.0441886	0.163459	-2.05021	-0.163459	-0.0125539	-0.00695703	6.03908e-06	-2.1398e-06	-166.348	-78.6854	33.0273	
-0.0447008	0.164966	-2.04969	-0.164966	0.369576	0.206981	4.20918e-06	-1.53079e-06	-166.312	-78.6267	32.7667	
-0.0446489	0.164814	-2.04975	-0.164814	0.0144669	0.00808011	6.18071e-06	-2.23168e-06	-166.316	-78.6326	32.8	
-0.0445871	0.164633	-2.04981	-0.164633	0.00813925	0.00453588	7.48825e-06	-2.68796e-06	-166.32	-78.6397	32.8333	
-0.0445185	0.164431	-2.04988	-0.164431	0.00371998	0.00206109	8.06468e-06	-2.87955e-06	-166.325	-78.6475	32.8667	
-0.044446	0.164218	-2.04995	-0.164218	0.00121045	0.000656427	8.02774e-06	-2.85262e-06	-166.33	-78.6558	32.9	
-0.0443727	0.164002	-2.05002	-0.164002	0.000612013	0.000322585	7.58442e-06	-2.68441e-06	-166.335	-78.6642	32.9333	
-0.0443018	0.163793	-2.05009	-0.163793	0.00192603	0.00106023	6.96307e-06	-2.45857e-06	-166.34	-78.6724	32.9667	
-0.0442362	0.1636	-2.05016	-0.1636	0.00515385	0.00287006	6.3732e-06	-2.25095e-06	-166.344	-78.6799	33	
-0.0440383	0.163015	-2.05036	-0.163015	-0.0794827	-0.0444796	5.26791e-06	-1.89934e-06	-166.358	-78.7027	33.1201	
-0.0440426	0.163029	-2.05035	-0.163029	0.0499173	0.0279009	3.39695e-06	-1.21454e-06	-166.358	-78.7021	33.1201	
-0.0440047	0.162917	-2.05039	-0.162917	0.0224329	0.0125418	9.8592e-06	-3.49031e-06	-166.361	-78.7065	33.1665	
-0.0433198	0.160888	-2.05108	-0.160888	-0.393729	-0.220108	1.03005e-06	-4.0208e-07	-166.408	-78.7856	33.3057	
-0.0436961	0.162006	-2.0507	-0.162006	0.290392	0.162297	1.19633e-07	-4.63894e-08	-166.382	-78.742	33.3057	
-0.0441786	0.16343	-2.05022	-0.16343	0.353175	0.197641	5.94847e-06	-2.11e-06	-166.349	-78.6865	33.0333	
-0.0441159	0.163245	-2.05028	-0.163245	0.00674979	0.0037683	4.3767e-06	-1.56448e-06	-166.353	-78.6937	33.0667	
-0.0440444	0.163033	-2.05035	-0.163033	0.00107085	0.000588504	2.09034e-06	-7.58575e-07	-166.358	-78.702	33.1	
-0.0439688	0.16281	-2.05043	-0.16281	-0.00153697	-0.000873002	4.3376e-07	-1.65534e-07	-166.363	-78.7107	33.1333	
-0.0438939	0.162589	-2.0505	-0.162589	-0.00107143	-0.000615111	1.21353e-08	-2.30825e-09	-166.368	-78.7193	33.1667	
-0.0438245	0.162384	-2.05057	-0.162384	0.0024697	0.00136328	4.99136e-07	-1.60477e-07	-166.373	-78.7273	33.2	
-0.0437655	0.16221	-2.05063	-0.16221	0.00908862	0.00506331	9.41832e-07	-3.11272e-07	-166.377	-78.734	33.2333	
-0.0437217	0.162081	-2.05067	-0.162081	0.0187875	0.0104862	5.56758e-07	-1.82566e-07	-166.38	-78.7391	33.2667	
-0.0436978	0.162011	-2.0507	-0.162011	0.0315683	0.0176332	1.50726e-08	-7.07766e-09	-166.382	-78.7418	33.3	
-0.0436663	0.16192	-2.05073	-0.16192	0.0276092	0.0153879	3.03795e-05	-1.06165e-05	-166.384	-78.7453	33.4302	
-0.0434554	0.161293	-2.05094	-0.161293	-0.0901328	-0.0503654	1.00146e-05	-3.49918e-06	-166.399	-78.7697	33.4302	
-0.0433928	0.161107	-2.051	-0.161107	0.00578022	0.00322963	2.2882e-07	-8.62608e-08	-166.403	-78.777	33.4925	
-0.0445752	0.164629	-2.04982	-0.164629	0.818591	0.457587	0.000257817	-8.96466e-05	-166.319	-78.6392	33.6793	
-0.0436723	0.161937	-2.05072	-0.161937	-0.544684	-0.30421	2.00179e-05	-7.00704e-06	-166.384	-78.7446	33.4052	
-0.0435376	0.161537	-2.05086	-0.161537	-0.0407483	-0.0227687	2.08852e-06	-6.73281e-07	-166.393	-78.7602	33.4052	
-0.0437895	0.16229	-2.05061	-0.16229	0.212465	0.118672	1.54781e-06	-5.55105e-07	-166.375	-78.7308	33.455	
-0.0427566	0.159207	-2.05164	-0.159207	-0.631973	-0.352735	0.000727403	-0.000249837	-166.448	-78.8513	33.6042	
-0.0436828	0.161967	-2.05071	-0.161967	0.651941	0.364191	7.03984e-06	-2.47903e-06	-166.383	-78.7435	33.3613	
-0.0436407	0.161842	-2.05075	-0.161842	0.0192457	0.0107607	1.66579e-05	-5.79244e-06	-166.386	-78.7483	33.3613	
-0.0435235	0.161494	-2.05087	-0.161494	-0.029732	-0.0166049	1.90892e-06	-6.82276e-07	-166.394	-78.7619	33.3891	
-0.0440394	0.163032	-2.05036	-0.163032	0.384777	0.214981	2.9244e-06	-1.04695e-06	-166.357	-78.7017	33.4725	
-0.0435555	0.161592	-2.05084	-0.161592	-0.269229	-0.150381	6.50313e-06	-2.27969e-06	-166.392	-78.7581	33.4725	
-0.0436876	0.161981	-2.05071	-0.161981	0.130199	0.0728276	2.11314e-06	-7.51743e-07	-166.383	-78.7429	33.3333	
-0.0436714	0.161934	-2.05072	-0.161934	0.0364608	0.0203679	6.63693e-06	-2.32839e-06	-166.384	-78.7448	33.3667	
-0.0436468	0.161862	-2.05075	-0.161862	0.0310618	0.0173495	1.0837e-05	-3.78337e-06	-166.385	-78.7476	33.4	
-0.043612	0.161759	-2.05078	-0.161759	0.0243882	0.0136202	1.16618e-05	-4.06644e-06	-166.388	-78.7516	33.4333	
-0.0435652	0.16162	-2.05083	-0.16162	0.0164389	0.00917932	7.61582e-06	-2.66517e-06	-166.391	-78.757	33.4667	
-0.0434358	0.161237	-2.05096	-0.161237	-0.0367811	-0.0205712	3.13444e-08	-7.5404e-09	-166.4	-78.7719	33.5437	
-0.0434991	0.161426	-2.0509	-0.161426	0.0877927	0.049051	9.95589e-07	-3.59197e-07	-166.396	-78.7645	33.5437	
-0.0434571	0.161301	-2.05094	-0.161301	0.0194404	0.0108577	6.3873e-06	-2.24637e-06	-166.398	-78.7694	33.5794	
-0.0428761	0.159576	-2.05152	-0.159576	-0.329871	-0.184287	1.88613e-05	-6.42318e-06	-166.439	-78.8366	33.6862	
-0.0434534	0.161289	-2.05094	-0.161289	0.419245	0.234307	4.93387e-08	-2.1745e-08	-166.399	-78.7699	33.5333	
-0.0434995	0.161426	-2.0509	-0.161426	0.0765303	0.0427605	1.02605e-05	-3.61274e-06	-166.395	-78.7645	33.5333	
-0.0433725	0.16105	-2.05102	-0.16105	-0.0354708	-0.019833	5.8517e-06	-2.05939e-06	-166.404	-78.7792	33.5637	
-0.0433978	0.161124	-2.051	-0.161124	0.062207	0.0347768	3.32556e-05	-1.14371e-05	-166.403	-78.7763	33.6548	
-0.043478	0.161362	-2.05092	-0.161362	0.0981241	0.0548426	6.14125e-07	-2.26523e-07	-166.397	-78.767	33.5186	
-0.0435046	0.161441	-2.05089	-0.161441	0.0637528	0.0356239	3.95716e-06	-1.39997e-06	-166.395	-78.7639	33.5186	
-0.0434581	0.161304	-2.05094	-0.161304	0.0165423	0.00923833	5.55713e-06	-1.95584e-06	-166.398	-78.7693	33.5417	
-0.0432816	0.16078	-2.05111	-0.16078	-0.0678063	-0.0378942	1.77072e-06	-5.90276e-07	-166.411	-78.7897	33.6108	
-0.0433928	0.161111	-2.051	-0.161111	0.118977	0.0664653	2.75024e-06	-9.7323e-07	-166.403	-78.7768	33.6108	
-0.043514	0.161469	-2.05088	-0.161469	0.123613	0.0691187	2.91808e-06	-1.03391e-06	-166.395	-78.7629	33.5	
-0.0434732	0.161348	-2.05092	-0.161348	0.0203773	0.0113775	1.43868e-06	-5.15918e-07	-166.397	-78.7676	33.5333	
-0.0434384	0.161245	-2.05096	-0.161245	0.0242207	0.0135234	1.34387e-06	-4.81776e-07	-166.4	-78.7716	33.5667	
-0.0434045	0.161145	-2.05099	-0.161145	0.024795	0.0138439	2.21575e-06	-7.86524e-07	-166.402	-78.7754	33.6	
-0.0433421	0.160961	-2.05105	-0.160961	0.00654002	0.00363593	5.94122e-06	-2.08487e-06	-166.406	-78.7826	33.6569	
-0.0433304	0.160926	-2.05106	-0.160926	0.0386807	0.0216132	4.27738e-06	-1.50389e-06	-166.407	-78.784	33.6569	
-0.0433029	0.160845	-2.05109	-0.160845	0.0287068	0.0160328	4.99471e-06	-1.75701e-06	-166.409	-78.7872	33.68	
-0.0431914	0.160515	-2.0512	-0.160515	-0.0249326	-0.0139629	7.88894e-06	-2.749e-06	-166.417	-78.8	33.7491	
-0.0431884	0.160505	-2.05121	-0.160505	0.0439362	0.0245552	5.46282e-06	-1.91243e-06	-166.417	-78.8004	33.7491	
-0.0433657	0.161031	-2.05103	-0.161031	0.160249	0.0895718	3.81873e-06	-1.34544e-06	-166.405	-78.7799	33.6333	
-0.0433187	0.160891	-2.05108	-0.160891	0.0161803	0.00902991	4.63479e-06	-1.62737e-06	-166.408	-78.7853	33.6667	
-0.0432666	0.160737	-2.05113	-0.160737	0.0128813	0.00718614	4.85808e-06	-1.70254e-06	-166.412	-78.7913	33.7	
-0.0432132	0.160579	-2.05118	-0.160579	0.0119175	0.00664742	5.11944e-06	-1.79247e-06	-166.415	-78.7975	33.7333	
-0.043083	0.160193	-2.05131	-0.160193	-0.0375279	-0.0209884	7.62589e-06	-2.66921e-06	-166.425	-78.8125	33.8173	
-0.0430734	0.160165	-2.05132	-0.160165	0.0400353	0.0223596	5.59388e-06	-1.95536e-06	-166.425	-78.8136	33.8173	
-0.0430288	0.160032	-2.05137	-0.160032	0.0174748	0.00975231	8.58e-06	-2.99589e-06	-166.428	-78.8188	33.8514	
-0.0427177	0.159109	-2.05168	-0.159109	-0.154712	-0.0864505	4.99366e-06	-1.7428e-06	-166.45	-78.8547	33.9538	
-0.0428209	0.159416	-2.05157	-0.159416	0.112791	0.0629985	4.53075e-06	-1.57616e-06	-166.443	-78.8428	33.9538	
-0.04316	0.160421	-2.05124	-0.160421	0.264879	0.148016	5.77056e-06	-2.02004e-06	-166.419	-78.8036	33.7667	
-0.0431005	0.160245	-2.05129	-0.160245	0.00794263	0.00442494	5.43637e-06	-1.90266e-06	-166.423	-78.8105	33.8	
-0.0430366	0.160055	-2.05136	-0.160055	0.00501087	0.00278573	4.47591e-06	-1.56574e-06	-166.428	-78.8179	33.8333	
-0.0429715	0.159862	-2.05142	-0.159862	0.00425717	0.00236386	3.54592e-06	-1.23916e-06	-166.432	-78.8254	33.8667	
-0.0429087	0.159676	-2.05149	-0.159676	0.00568312	0.00316013	3.10582e-06	-1.08352e-06	-166.437	-78.8327	33.9	
-0.0428517	0.159507	-2.05154	-0.159507	0.00929028	0.00517535	3.54037e-06	-1.23274e-06	-166.441	-78.8392	33.9333	
-0.042634	0.158861	-2.05176	-0.158861	-0.0946447	-0.0528841	1.79981e-05	-6.24687e-06	-166.456	-78.8644	34.0866	
-0.0425411	0.158585	-2.05185	-0.158585	-0.0142649	-0.00798036	5.24754e-06	-1.81571e-06	-166.462	-78.8751	34.0866	
-0.0425246	0.158535	-2.05187	-0.158535	0.0349352	0.019505	6.82271e-06	-2.35899e-06	-166.464	-78.8771	34.1529	
-0.04207	0.157184	-2.05233	-0.157184	-0.249235	-0.139165	0.000108025	-3.75583e-05	-166.495	-78.9297	34.3521	
-0.0426863	0.159016	-2.05171	-0.159016	0.446149	0.249152	1.33393e-05	-4.63159e-06	-166.452	-78.8584	34.0494	
-0.042638	0.158873	-2.05176	-0.158873	0.0147601	0.00823091	3.48546e-05	-1.20759e-05	-166.456	-78.8639	34.0494	
-0.0423504	0.158018	-2.05204	-0.158018	-0.140737	-0.0786008	8.47989e-06	-2.93761e-06	-166.476	-78.8972	34.0973	
-0.0431912	0.160516	-2.0512	-0.160516	0.5916	0.330507	6.32287e-05	-2.19316e-05	-166.417	-78.7999	34.2408	
-0.0427305	0.159147	-2.05166	-0.159147	-0.252797	-0.1412	9.93948e-06	-3.45259e-06	-166.449	-78.8533	34.018	
-0.0427087	0.159082	-2.05169	-0.159082	0.0319538	0.0178354	2.2181e-06	-7.72113e-07	-166.451	-78.8558	34.018	
-0.0427157	0.159103	-2.05168	-0.159103	0.0506723	0.0282885	8.04827e-06	-2.79153e-06	-166.45	-78.855	34.0502	
-0.0422474	0.157712	-2.05215	-0.157712	-0.258017	-0.14408	2.59885e-05	-8.99811e-06	-166.483	-78.9091	34.1466	
-0.042426	0.158243	-2.05197	-0.158243	0.16195	0.0904144	5.65715e-06	-1.95561e-06	-166.47	-78.8885	34.1466	
-0.0428013	0.159358	-2.05159	-0.159358	0.289315	0.161591	5.25493e-06	-1.82744e-06	-166.444	-78.8451	33.9667	
-0.0427394	0.159174	-2.05166	-0.159174	0.00599044	0.00333255	5.75065e-06	-1.99875e-06	-166.449	-78.8522	34	
-0.0426664	0.158957	-2.05173	-0.158957	-0.0011858	-0.00067639	4.91941e-06	-1.70903e-06	-166.454	-78.8607	34.0333	
-0.0425891	0.158727	-2.05181	-0.158727	-0.00404777	-0.00227548	3.87604e-06	-1.3454e-06	-166.459	-78.8696	34.0667	
-0.0425142	0.158505	-2.05188	-0.158505	-0.00259229	-0.00146314	3.48365e-06	-1.20727e-06	-166.464	-78.8783	34.1	
-0.0424483	0.158309	-2.05195	-0.158309	0.00318381	0.00176219	4.5218e-06	-1.56406e-06	-166.469	-78.8859	34.1333	
-0.0423249	0.157942	-2.05207	-0.157942	-0.0342282	-0.0191276	1.47594e-05	-5.09431e-06	-166.478	-78.9002	34.2109	
-0.0422938	0.157849	-2.0521	-0.157849	0.025618	0.014288	8.71662e-06	-3.00668e-06	-166.48	-78.9038	34.2109	
-0.0422469	0.15771	-2.05215	-0.15771	0.0153138	0.00853449	1.01312e-05	-3.49189e-06	-166.483	-78.9092	34.243	
-0.0420271	0.157056	-2.05237	-0.157056	-0.0973541	-0.0543567	1.89082e-05	-6.50841e-06	-166.498	-78.9347	34.3394	
-0.0420121	0.157011	-2.05238	-0.157011	0.0360192	0.0200852	8.60655e-06	-2.95712e-06	-166.499	-78.9364	34.3394	
-0.0423918	0.158141	-2.052	-0.158141	0.29308	0.163613	7.57878e-06	-2.61822e-06	-166.473	-78.8924	34.1667	
-0.0423252	0.157943	-2.05207	-0.157943	0.00261995	0.00144753	9.39489e-06	-3.24306e-06	-166.478	-78.9001	34.2	
-0.0422505	0.157721	-2.05214	-0.157721	-0.00272083	-0.00153474	9.64113e-06	-3.32539e-06	-166.483	-78.9088	34.2333	
-0.0421723	0.157488	-2.05222	-0.157488	-0.00504474	-0.00283256	9.02714e-06	-3.11053e-06	-166.488	-78.9179	34.2667	
-0.0420953	0.157259	-2.0523	-0.157259	-0.00434952	-0.00244482	8.38166e-06	-2.88451e-06	-166.494	-78.9268	34.3	
-0.0420241	0.157047	-2.05237	-0.157047	-0.000632956	-0.000370441	8.45585e-06	-2.90603e-06	-166.499	-78.935	34.3333	
-0.0418873	0.156639	-2.05251	-0.156639	-0.0435683	-0.0243324	1.05828e-05	-3.62806e-06	-166.508	-78.9509	34.4037	
-0.0418805	0.156619	-2.05251	-0.156619	0.041201	0.022976	8.37772e-06	-2.87102e-06	-166.509	-78.9517	34.4037	
